,wd,ws,freq_val
95.0,20.0,6.0,0.0009994351018989267
96.0,20.0,7.0,0.0009777082518576457
97.0,20.0,8.0,0.0010972059270846913
98.0,20.0,9.0,0.0008799374266718811
99.0,20.0,10.0,0.0008093251640377178
100.0,20.0,11.0,0.0008147568765480381
101.0,20.0,12.0,0.0006409420762177899
102.0,20.0,13.0,0.0006409420762177899
103.0,20.0,14.0,0.000342197888150176
104.0,20.0,15.0,0.00023899535045409116
105.0,20.0,16.0,0.00021726850041281016
106.0,20.0,17.0,0.00024442706296441143
107.0,20.0,18.0,0.00022813192543345067
108.0,20.0,19.0,0.00016838308781992787
109.0,20.0,20.0,0.00012492938773736584
110.0,20.0,21.0,5.431712510320254e-05
111.0,20.0,22.0,5.974883761352279e-05
112.0,20.0,23.0,2.1726850041281015e-05
113.0,20.0,24.0,5.974883761352279e-05
114.0,20.0,25.0,3.802198757224178e-05
115.0,25.0,3.0,0.0006083518011558685
116.0,25.0,4.0,0.0007387129014035545
117.0,25.0,5.0,0.0008582105766306001
118.0,25.0,6.0,0.0009451179767957242
119.0,25.0,7.0,0.0009070959892234823
120.0,25.0,8.0,0.0010863425020640508
121.0,25.0,9.0,0.0009125277017338027
122.0,25.0,10.0,0.0008636422891409204
123.0,25.0,11.0,0.0008799374266718811
124.0,25.0,12.0,0.0005811932386042671
125.0,25.0,13.0,0.0004182418632946595
126.0,25.0,14.0,0.00036935645070177727
127.0,25.0,15.0,0.00027701733802633295
128.0,25.0,16.0,0.00016838308781992787
129.0,25.0,17.0,0.00018467822535088863
130.0,25.0,18.0,0.00020640507539216964
131.0,25.0,19.0,0.00019554165037152912
132.0,25.0,20.0,0.0002227002129231304
133.0,25.0,21.0,7.604397514448356e-05
134.0,25.0,22.0,0.00010863425020640508
135.0,25.0,23.0,5.431712510320254e-05
136.0,25.0,24.0,2.1726850041281015e-05
137.0,25.0,25.0,1.629513753096076e-05
138.0,30.0,3.0,0.0006789640637900317
139.0,30.0,4.0,0.0007115543388519532
140.0,30.0,5.0,0.0008908008516925216
141.0,30.0,6.0,0.0009777082518576457
142.0,30.0,7.0,0.0010211619519402077
143.0,30.0,8.0,0.0009233911267544432
144.0,30.0,9.0,0.0007658714639551558
145.0,30.0,10.0,0.0007930300265067571
146.0,30.0,11.0,0.0007767348889757962
147.0,30.0,12.0,0.0005214444009907443
148.0,30.0,13.0,0.0003530613131708165
149.0,30.0,14.0,0.00030960761308825447
150.0,30.0,15.0,0.0003259027506192152
151.0,30.0,16.0,0.00019010993786120888
152.0,30.0,17.0,0.00019010993786120888
